Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Price_USD,Sales_Volume
3 series,2021,north america,silver,petrol,automatic,2.3,41627.0,2658
x5,2020,africa,grey,hybrid,automatic,2.4,49962.0,4641
m5,2012,asia,silver,electric,automatic,3.3,64393.0,7010
m3,2015,africa,white,electric,manual,2.7,62137.0,6232
m5,2017,europe,black,hybrid,automatic,3.1,51918.0,2449
5 series,2018,middle east,black,electric,manual,2.1,98655.0,7213
5 series,2016,middle east,blue,petrol,manual,2.6,112278.0,4848
3 series,2013,middle east,white,hybrid,automatic,1.7,66400.0,2168
x6,2015,north america,blue,electric,automatic,4.6,75672.0,2649
i3,2014,asia,blue,hybrid,automatic,2.2,88958.0,1254
x6,2017,africa,grey,hybrid,automatic,4.1,75475.0,4786
7 series,2010,africa,silver,petrol,automatic,2.7,67971.0,615
x5,2010,europe,grey,electric,automatic,3.2,67107.0,6834
m3,2022,south america,red,petrol,automatic,2.5,50328.0,3627
x3,2024,middle east,silver,petrol,manual,3.9,35537.0,9843
7 series,2020,north america,blue,hybrid,manual,4.5,75899.0,964
i8,2015,north america,silver,hybrid,manual,2.5,62263.0,6899
i8,2019,south america,red,electric,automatic,2.3,59731.0,2806
m3,2021,north america,grey,diesel,automatic,3.9,114637.0,1462
x3,2011,europe,red,petrol,manual,2.2,31176.0,9619
m3,2014,middle east,blue,hybrid,automatic,3.7,102909.0,3942
m3,2010,north america,blue,electric,automatic,1.8,117584.0,1392
x5,2016,asia,blue,hybrid,automatic,3.7,69377.0,6668
m3,2010,middle east,blue,petrol,manual,3.3,71243.0,6240
m5,2013,europe,white,electric,automatic,1.9,82154.0,5736
3 series,2018,middle east,red,petrol,manual,3.8,115470.0,7658
3 series,2010,north america,silver,petrol,automatic,3.1,85383.0,9869
5 series,2013,europe,grey,diesel,manual,2.3,51015.0,3506
i8,2015,north america,blue,hybrid,manual,2.7,66367.0,8191
i3,2015,africa,grey,petrol,manual,3.2,48866.0,4978
x5,2021,middle east,blue,diesel,automatic,1.8,83374.0,862
x5,2024,north america,red,diesel,manual,4.9,89589.0,4132
i3,2022,europe,blue,hybrid,automatic,3.8,40920.0,6518
x3,2017,africa,grey,petrol,manual,1.9,110878.0,6210
3 series,2010,europe,black,hybrid,automatic,4.4,99833.0,7751
5 series,2016,north america,white,electric,automatic,2.6,45830.0,708
i3,2010,south america,red,hybrid,manual,3.6,110354.0,5904
3 series,2022,asia,grey,diesel,automatic,2.5,62584.0,2736
x5,2023,middle east,red,hybrid,automatic,4.1,99733.0,5424
x5,2016,europe,white,hybrid,manual,4.0,44705.0,5330
x1,2012,europe,silver,electric,manual,3.4,61585.0,8875
x3,2020,north america,blue,hybrid,manual,2.3,79540.0,4800
x5,2017,africa,red,petrol,manual,2.4,80129.0,9044
m5,2012,africa,grey,hybrid,automatic,2.8,57456.0,6328
x3,2023,asia,white,petrol,manual,2.0,112855.0,9570
5 series,2023,asia,grey,hybrid,manual,2.7,35861.0,9581
x5,2022,north america,white,diesel,manual,3.9,49281.0,4537
x1,2010,asia,silver,electric,automatic,4.4,105902.0,520
x1,2022,north america,grey,hybrid,automatic,2.7,48984.0,8866
x5,2022,asia,blue,hybrid,automatic,2.3,77131.0,2966
i3,2023,south america,white,electric,automatic,4.4,60378.0,7646
x1,2017,middle east,silver,diesel,manual,4.6,70856.0,3263
x3,2012,asia,red,hybrid,manual,2.9,51835.0,9016
x1,2011,middle east,grey,hybrid,automatic,1.6,70631.0,5565
m3,2010,north america,red,diesel,automatic,3.9,58120.0,2722
x3,2023,asia,silver,diesel,automatic,4.2,33260.0,1655
m5,2012,south america,silver,hybrid,manual,1.6,88746.0,6100
x5,2024,middle east,white,electric,automatic,3.6,118946.0,5862
i3,2011,asia,black,electric,manual,3.6,39362.0,1160
3 series,2011,north america,white,hybrid,automatic,2.8,45402.0,2100
3 series,2015,europe,white,petrol,manual,4.1,81953.0,175
x1,2021,south america,blue,diesel,automatic,3.0,85576.0,2195
i8,2010,africa,black,diesel,automatic,3.9,33223.0,6579
i8,2011,south america,silver,hybrid,manual,3.3,61970.0,3827
3 series,2023,north america,black,diesel,manual,2.4,82963.0,3088
i3,2015,south america,black,petrol,manual,3.6,97628.0,2542
i8,2012,south america,black,petrol,manual,4.1,96162.0,4823
x6,2024,asia,white,hybrid,automatic,4.9,96495.0,4981
3 series,2013,middle east,white,hybrid,automatic,2.8,32883.0,1902
7 series,2010,middle east,blue,diesel,manual,1.7,42861.0,7867
m5,2017,asia,white,hybrid,manual,5.0,60696.0,7894
i8,2022,north america,red,diesel,automatic,3.7,91576.0,2132
x5,2016,middle east,blue,petrol,manual,4.8,76797.0,703
x5,2016,africa,blue,petrol,automatic,1.9,81085.0,8538
x6,2012,africa,red,diesel,automatic,2.7,65054.0,324
x5,2019,north america,red,hybrid,manual,2.0,38649.0,5893
x1,2019,middle east,black,petrol,automatic,4.4,112518.0,156
3 series,2012,asia,grey,hybrid,manual,4.6,119809.0,2198
x1,2023,africa,red,electric,automatic,3.3,63428.0,9172
3 series,2011,europe,grey,petrol,manual,2.2,93069.0,6787
x1,2021,asia,red,diesel,manual,1.9,55433.0,5468
x6,2010,south america,red,diesel,manual,3.6,91910.0,1032
x1,2016,asia,red,electric,automatic,3.3,52947.0,7800
x3,2016,south america,grey,petrol,automatic,3.9,106047.0,3722
x6,2021,south america,grey,diesel,manual,2.6,68557.0,7747
7 series,2011,north america,silver,hybrid,manual,2.9,85496.0,6834
x3,2016,africa,grey,petrol,manual,1.6,57722.0,8317
7 series,2022,north america,red,petrol,automatic,3.6,98375.0,5499
i8,2017,middle east,black,petrol,manual,3.0,79095.0,1505
i3,2010,asia,grey,electric,automatic,4.7,59177.0,6207
i8,2018,middle east,white,electric,manual,3.7,56712.0,1730
x1,2016,south america,grey,diesel,automatic,2.9,114212.0,1987
m3,2012,south america,black,petrol,automatic,2.4,84496.0,1435
i8,2017,africa,blue,electric,automatic,4.7,83607.0,9217
x1,2016,europe,blue,diesel,manual,1.6,88694.0,4983
m5,2020,south america,silver,diesel,manual,2.6,93470.0,9172
7 series,2024,asia,red,hybrid,automatic,4.8,111735.0,7065
5 series,2022,middle east,black,electric,manual,3.8,51044.0,5114
x6,2017,middle east,blue,hybrid,manual,3.4,116101.0,8803
7 series,2015,south america,silver,hybrid,automatic,2.2,48602.0,2556
x1,2018,north america,white,petrol,automatic,4.4,100209.0,9462
i3,2024,south america,white,diesel,manual,2.2,30067.0,624
x3,2014,middle east,red,diesel,manual,2.4,65945.0,440
m5,2012,europe,blue,hybrid,automatic,2.2,70964.0,7354
i8,2012,africa,silver,hybrid,manual,2.1,38764.0,5899
i3,2010,north america,red,diesel,manual,4.8,96363.0,3577
x1,2021,north america,red,hybrid,automatic,3.6,64792.0,8656
x6,2024,middle east,white,hybrid,automatic,3.7,61931.0,4194
i8,2017,asia,blue,electric,manual,4.8,65662.0,7956
x1,2011,europe,black,petrol,automatic,2.3,50806.0,6936
5 series,2012,africa,black,diesel,manual,1.5,111904.0,2651
5 series,2017,south america,black,petrol,automatic,3.6,44539.0,4139
m5,2023,africa,red,diesel,automatic,3.3,111648.0,9209
x1,2017,south america,white,hybrid,manual,3.2,62749.0,5304
i3,2023,north america,black,electric,automatic,1.7,89800.0,6939
x5,2020,south america,white,hybrid,automatic,3.1,59446.0,4988
x1,2013,south america,grey,diesel,manual,2.5,56855.0,2238
x1,2013,middle east,white,electric,manual,2.5,81784.0,7149
x1,2014,asia,grey,diesel,manual,2.3,100001.0,4161
i3,2015,north america,white,petrol,manual,2.7,37683.0,5113
x5,2014,north america,blue,hybrid,automatic,2.7,74522.0,7311
x5,2023,africa,red,diesel,manual,2.6,86427.0,2055
3 series,2024,middle east,black,electric,automatic,4.9,43597.0,6551
x1,2016,asia,black,electric,automatic,4.8,104886.0,700
7 series,2011,north america,black,electric,automatic,3.5,36714.0,8840
7 series,2016,north america,black,diesel,manual,4.9,81324.0,1923
x1,2019,asia,grey,electric,automatic,5.0,44766.0,3329
m3,2016,middle east,red,petrol,manual,2.7,40497.0,5025
3 series,2010,north america,white,petrol,automatic,3.1,79802.0,280
5 series,2016,north america,blue,diesel,automatic,4.9,41397.0,6273
i8,2014,africa,silver,electric,automatic,3.6,103365.0,8517
x1,2012,north america,silver,electric,manual,2.2,77621.0,1132
7 series,2022,africa,silver,electric,manual,3.9,44722.0,4824
i3,2012,south america,blue,electric,manual,2.2,80652.0,863
m3,2013,africa,red,diesel,manual,2.7,44772.0,1897
m5,2022,south america,blue,electric,automatic,2.3,36012.0,686
7 series,2021,europe,white,hybrid,manual,2.4,51728.0,5043
x1,2011,europe,silver,electric,manual,1.5,58578.0,3235
x5,2011,middle east,grey,electric,automatic,4.6,100926.0,9527
x3,2010,south america,white,petrol,manual,2.5,109228.0,9166
i8,2024,europe,black,petrol,manual,1.8,58763.0,5837
x5,2014,north america,black,electric,automatic,1.8,72604.0,829
7 series,2013,south america,grey,diesel,manual,3.4,51644.0,5355
i3,2020,south america,white,petrol,manual,5.0,81391.0,9806
x3,2019,asia,blue,electric,automatic,2.0,46630.0,1562
3 series,2024,north america,silver,electric,manual,1.8,114654.0,4076
m5,2011,middle east,grey,electric,automatic,3.0,41403.0,3221
m5,2012,europe,red,diesel,automatic,3.5,44778.0,7144
x5,2016,north america,red,electric,manual,2.5,60420.0,5312
x5,2016,asia,silver,diesel,automatic,2.6,30683.0,9738
i8,2021,middle east,white,petrol,manual,3.0,110429.0,2787
x3,2013,europe,black,electric,manual,2.6,35690.0,1757
7 series,2014,middle east,red,diesel,automatic,4.7,105141.0,7196
5 series,2014,africa,grey,electric,manual,1.6,51341.0,2246
3 series,2015,north america,grey,electric,automatic,2.3,92953.0,4382
3 series,2023,north america,silver,diesel,automatic,4.3,77309.0,9160
7 series,2018,north america,white,hybrid,manual,4.4,119434.0,6981
x1,2011,africa,white,diesel,manual,1.9,53736.0,9311
3 series,2014,south america,grey,electric,manual,4.9,40756.0,9126
3 series,2021,middle east,blue,petrol,automatic,3.9,116675.0,4626
5 series,2012,africa,white,diesel,automatic,2.5,72065.0,4848
i3,2013,asia,red,diesel,manual,3.1,40253.0,964
m5,2019,middle east,white,petrol,manual,2.5,63144.0,6747
x6,2015,north america,black,electric,manual,2.0,46607.0,2796
x3,2021,middle east,black,diesel,manual,2.5,84176.0,8465
i3,2017,south america,grey,diesel,manual,3.5,46519.0,2262
3 series,2010,north america,grey,petrol,automatic,4.4,70851.0,9482
5 series,2019,north america,blue,petrol,automatic,2.8,114631.0,8985
m5,2023,north america,red,petrol,manual,2.7,39320.0,4512
m3,2017,africa,red,diesel,automatic,3.1,47778.0,3894
i3,2020,asia,grey,hybrid,manual,3.8,31780.0,3564
x5,2023,europe,blue,hybrid,automatic,4.1,113111.0,1298
i3,2016,asia,black,diesel,automatic,2.6,54311.0,2973
i8,2010,middle east,white,hybrid,automatic,3.6,115905.0,992
m5,2011,asia,black,hybrid,automatic,2.9,59301.0,5073
m5,2012,europe,silver,electric,automatic,4.0,56070.0,5586
x6,2010,africa,red,diesel,automatic,2.1,37876.0,1698
i8,2023,europe,silver,petrol,manual,2.4,97872.0,5257
m5,2018,asia,white,electric,automatic,3.0,30111.0,2791
m5,2017,south america,silver,diesel,automatic,4.6,42560.0,5850
x3,2011,europe,black,diesel,manual,3.5,35491.0,9497
5 series,2022,middle east,grey,diesel,automatic,4.9,57463.0,1923
i3,2018,europe,blue,electric,manual,1.9,68496.0,2075
m5,2016,south america,blue,electric,manual,3.1,82340.0,5753
7 series,2018,south america,black,petrol,manual,3.0,32054.0,9914
i3,2015,north america,black,diesel,automatic,3.6,70512.0,8298
m5,2015,north america,blue,electric,automatic,4.3,86071.0,1652
i8,2020,africa,black,petrol,manual,4.4,115719.0,8349
7 series,2023,north america,blue,electric,manual,3.8,94945.0,6942
i8,2013,asia,grey,petrol,automatic,3.7,110227.0,8179
3 series,2019,africa,red,petrol,automatic,4.8,111074.0,1155
3 series,2019,europe,white,diesel,automatic,2.8,105985.0,6209
m5,2022,africa,blue,electric,automatic,4.4,46428.0,9172
m3,2022,middle east,silver,electric,manual,4.7,61771.0,6928
7 series,2011,north america,silver,electric,automatic,3.2,86739.0,4865
x5,2016,europe,black,diesel,manual,4.1,45373.0,8744
3 series,2014,asia,grey,petrol,automatic,2.8,30924.0,2138
i8,2020,south america,black,electric,manual,2.1,80012.0,5210
7 series,2015,europe,white,hybrid,automatic,3.6,114843.0,5829
i8,2011,south america,blue,diesel,manual,2.2,80932.0,9163
x1,2014,europe,black,electric,automatic,3.1,41411.0,2692
i3,2019,middle east,red,hybrid,automatic,4.6,66262.0,2294
x5,2013,europe,grey,diesel,manual,1.8,58576.0,5891
x3,2018,middle east,white,hybrid,manual,1.6,66880.0,1618
3 series,2015,north america,blue,hybrid,manual,3.6,98965.0,2555
x1,2011,africa,black,petrol,automatic,2.7,68405.0,2294
x6,2010,africa,white,electric,manual,3.0,76676.0,9796
m3,2014,south america,black,hybrid,manual,2.9,87941.0,7156
7 series,2018,south america,blue,petrol,automatic,1.8,117352.0,9273
i3,2015,europe,black,electric,manual,1.5,102698.0,1937
x5,2019,north america,red,electric,automatic,4.6,63260.0,8257
7 series,2021,north america,blue,diesel,automatic,2.3,91179.0,5603
7 series,2016,europe,black,petrol,automatic,3.0,74864.0,4524
i8,2014,asia,white,hybrid,automatic,4.9,59063.0,7776
x3,2019,asia,white,diesel,manual,4.4,72556.0,2198
x5,2015,north america,blue,diesel,manual,1.9,112197.0,7312
x3,2014,middle east,grey,petrol,manual,3.3,96745.0,7442
5 series,2020,europe,grey,hybrid,automatic,4.1,111590.0,9213
x1,2018,europe,white,hybrid,manual,3.9,83030.0,2446
7 series,2024,asia,white,electric,manual,4.2,53900.0,2057
i3,2015,asia,red,petrol,manual,3.1,118596.0,5488
m5,2020,europe,silver,hybrid,manual,2.1,36442.0,330
m3,2017,middle east,white,petrol,automatic,3.1,39681.0,8208
x6,2011,north america,blue,electric,manual,3.8,108274.0,5689
i3,2021,south america,red,diesel,manual,3.6,80744.0,4246
x3,2022,middle east,grey,hybrid,automatic,1.7,33568.0,2543
m5,2018,africa,white,electric,automatic,1.7,39548.0,861
i3,2014,africa,black,hybrid,manual,4.9,39652.0,1270
i3,2016,middle east,blue,electric,manual,2.0,56720.0,9161
7 series,2019,middle east,red,hybrid,automatic,2.5,73525.0,3697
7 series,2022,north america,white,electric,manual,4.2,80124.0,931
x5,2010,europe,white,electric,manual,2.9,104818.0,8086
m5,2019,europe,black,hybrid,automatic,2.1,31658.0,3717
m3,2014,middle east,black,diesel,manual,3.1,114215.0,8590
5 series,2021,middle east,red,diesel,manual,3.5,116544.0,7249
x6,2023,middle east,silver,petrol,automatic,3.1,74109.0,5550
x5,2019,africa,white,hybrid,automatic,4.7,33922.0,5193
m3,2023,europe,black,petrol,automatic,2.5,43256.0,3935
5 series,2011,north america,white,diesel,manual,3.8,93565.0,6713
x1,2021,south america,black,hybrid,manual,1.9,95408.0,3529
m3,2015,africa,blue,petrol,manual,2.9,49408.0,5024
m5,2020,europe,silver,hybrid,automatic,4.1,43894.0,4448
x6,2010,africa,white,hybrid,manual,2.3,51235.0,695
m5,2012,middle east,white,electric,manual,3.6,62524.0,8229
x6,2014,asia,white,hybrid,automatic,2.0,71081.0,2960
x1,2013,africa,grey,hybrid,automatic,1.9,71426.0,5138
x6,2012,africa,grey,diesel,automatic,3.3,106972.0,6060
m5,2019,middle east,red,hybrid,automatic,3.9,72040.0,3209
x1,2022,middle east,red,petrol,manual,1.9,40012.0,7265
x1,2014,europe,black,hybrid,automatic,4.7,47711.0,9028
m5,2020,africa,black,petrol,manual,2.3,106476.0,2005
x5,2017,south america,red,petrol,manual,1.9,30918.0,544
i8,2020,south america,black,petrol,manual,2.2,48243.0,6624
5 series,2013,south america,silver,petrol,manual,2.1,55935.0,7169
m3,2010,middle east,blue,hybrid,automatic,1.8,73313.0,5694
x1,2020,asia,red,diesel,automatic,4.3,46179.0,2809
7 series,2016,south america,white,electric,manual,3.2,65221.0,9107
7 series,2017,asia,black,petrol,manual,2.9,92623.0,7312
x1,2012,south america,black,electric,manual,4.8,33777.0,103
x5,2015,middle east,grey,electric,manual,2.8,40172.0,9197
x5,2011,middle east,black,petrol,automatic,2.1,74442.0,5017
5 series,2016,europe,blue,petrol,manual,2.5,67930.0,5576
x3,2024,middle east,grey,hybrid,manual,2.3,49857.0,6262
i8,2017,asia,blue,hybrid,automatic,3.2,59980.0,2365
x1,2015,europe,silver,hybrid,automatic,2.5,62711.0,601
5 series,2015,africa,silver,electric,manual,3.3,47108.0,9571
x5,2014,north america,blue,diesel,automatic,3.8,44018.0,3527
x5,2017,south america,black,petrol,automatic,4.2,69125.0,8514
i8,2010,asia,blue,diesel,automatic,4.0,76722.0,8161
x3,2019,middle east,grey,diesel,manual,2.2,59220.0,4913
i3,2013,africa,red,hybrid,manual,1.9,35906.0,6474
7 series,2024,north america,grey,hybrid,automatic,3.4,94635.0,7890
x6,2013,south america,silver,diesel,automatic,2.2,74838.0,2968
3 series,2012,south america,black,diesel,automatic,1.8,114138.0,2196
7 series,2012,south america,grey,electric,automatic,3.3,100419.0,4113
x6,2013,middle east,white,diesel,manual,2.6,50351.0,2506
5 series,2020,south america,white,petrol,automatic,4.1,85335.0,5551
x5,2010,north america,black,hybrid,manual,2.6,110202.0,1699
i3,2023,africa,red,petrol,automatic,4.9,55424.0,8115
i8,2020,asia,white,petrol,manual,4.2,114709.0,824
i8,2022,africa,black,diesel,automatic,1.7,35911.0,3862
7 series,2020,north america,black,electric,manual,3.3,75499.0,2013
m3,2011,asia,white,petrol,manual,3.5,37046.0,8371
3 series,2018,north america,red,diesel,automatic,3.9,47664.0,5876
x5,2019,europe,white,electric,automatic,3.2,97643.0,8985
7 series,2011,asia,blue,hybrid,automatic,3.2,69873.0,4663
x1,2014,middle east,silver,diesel,automatic,2.8,66655.0,1828
m5,2018,north america,red,hybrid,manual,2.5,100473.0,6125
x3,2018,north america,white,hybrid,manual,4.8,104231.0,5284
3 series,2017,europe,blue,petrol,manual,2.6,82322.0,625
x5,2010,middle east,blue,hybrid,manual,1.7,88374.0,2910
x1,2010,middle east,grey,petrol,automatic,2.1,66271.0,6954
m3,2018,europe,white,diesel,manual,4.5,72014.0,4190
i8,2022,south america,white,diesel,automatic,3.6,45922.0,2238
5 series,2020,asia,grey,diesel,manual,4.2,85504.0,7586
x1,2017,africa,white,petrol,manual,4.3,41451.0,6874
3 series,2019,south america,white,diesel,manual,4.4,87159.0,8359
x5,2018,middle east,grey,electric,manual,3.4,113003.0,2507
5 series,2016,europe,black,petrol,manual,2.1,119311.0,5212
i8,2012,asia,white,diesel,manual,2.0,36222.0,1079
x5,2012,europe,blue,electric,manual,3.5,46714.0,3609
x3,2011,asia,white,diesel,manual,2.8,88936.0,3102
3 series,2014,africa,silver,petrol,manual,3.5,40469.0,8489
3 series,2021,africa,black,petrol,automatic,3.2,51982.0,2219
3 series,2021,europe,red,diesel,automatic,3.6,76321.0,7533
x3,2012,middle east,blue,hybrid,manual,1.6,52934.0,700
x1,2023,south america,black,petrol,automatic,1.6,79243.0,4839
m3,2015,middle east,grey,hybrid,automatic,4.0,32934.0,4257
m3,2011,africa,black,electric,automatic,2.2,94989.0,3435
5 series,2021,north america,blue,petrol,automatic,3.8,58230.0,980
i8,2012,south america,red,diesel,automatic,3.4,109356.0,3989
3 series,2014,asia,blue,petrol,manual,4.9,109664.0,827
x5,2021,middle east,black,diesel,manual,4.4,61149.0,5915
x5,2020,asia,grey,hybrid,manual,2.9,44119.0,289
m5,2020,middle east,grey,diesel,manual,3.7,80249.0,7335
3 series,2010,africa,blue,hybrid,manual,1.9,83300.0,2746
7 series,2022,africa,red,hybrid,automatic,2.9,44525.0,6184
i8,2010,north america,silver,diesel,manual,4.1,32561.0,2458
7 series,2019,africa,white,diesel,manual,3.7,62306.0,7913
m3,2018,middle east,red,hybrid,manual,3.2,69778.0,3195
5 series,2016,asia,grey,hybrid,automatic,2.1,110357.0,2610
5 series,2010,north america,grey,diesel,automatic,4.3,71694.0,8048
x1,2024,europe,red,hybrid,automatic,2.5,78789.0,1519
i3,2021,middle east,black,petrol,manual,4.4,67524.0,6719
i3,2023,south america,silver,petrol,manual,3.6,87114.0,1841
x6,2017,south america,blue,electric,automatic,2.8,98083.0,4916
i3,2012,middle east,red,hybrid,automatic,1.6,67502.0,4819
7 series,2017,south america,blue,electric,automatic,2.3,103364.0,9390
